longitude,latitude,altitude,cost,height
1.7000000000000024,49.99999999689986,0.0,0.0013878369608122344,0.0
1.7000000000000024,49.99999999689986,1000.0,0.001375567991266584,304.8
1.7000000000000024,49.99999999689986,2000.0,0.0013467422502245543,609.6
1.7000000000000024,49.99999999689986,3000.0,0.001314559063455225,914.4000000000001
1.7000000000000024,49.99999999689986,4000.0,0.0012858763766398543,1219.2
1.7000000000000024,49.99999999689986,5000.0,0.0012619714423760591,1524.0
1.7000000000000024,49.99999999689986,6000.0,0.0012421253282179207,1828.8000000000002
1.7000000000000024,49.99999999689986,7000.0,0.0012253581241203333,2133.6
1.7000000000000024,49.99999999689986,8000.0,0.0012108853768282534,2438.4
1.7000000000000024,49.99999999689986,9000.0,0.0011981480644081067,2743.2000000000003
1.7000000000000024,49.99999999689986,10000.0,0.0011867551625720845,3048.0
1.7000000000000024,49.99999999689986,11000.0,0.001176428885558598,3352.8
1.7000000000000024,49.99999999689986,12000.0,0.0011669666442722583,3657.6000000000004
1.7000000000000024,49.99999999689986,13000.0,0.0011582166411997017,3962.4
1.7000000000000024,49.99999999689986,14000.0,0.001150062373986589,4267.2
1.7000000000000024,49.99999999689986,15000.0,0.0011424126185382744,4572.0
1.7000000000000024,49.99999999689986,16000.0,0.001135194763615413,4876.8
1.7000000000000024,49.99999999689986,17000.0,0.0011283502333185196,5181.6
1.7000000000000024,49.99999999689986,18000.0,0.0011218312480537772,5486.400000000001
1.7000000000000024,49.99999999689986,19000.0,0.0011155984710146559,5791.200000000001
1.7000000000000024,49.99999999689986,20000.0,0.0011096192585745932,6096.0
1.7000000000000024,49.99999999689986,21000.0,0.0,6400.8
1.7000000000000024,49.99999999689986,22000.0,0.0,6705.6
1.7000000000000024,50.07954545146259,0.0,0.0019018845738015809,0.0
1.7000000000000024,50.07954545146259,1000.0,0.0018801159688390209,304.8
1.7000000000000024,50.07954545146259,2000.0,0.0018340174340828663,609.6
1.7000000000000024,50.07954545146259,3000.0,0.0017857696502857486,914.4000000000001
1.7000000000000024,50.07954545146259,4000.0,0.0017415350808968357,1219.2
1.7000000000000024,50.07954545146259,5000.0,0.001701438040685568,1524.0
1.7000000000000024,50.07954545146259,6000.0,0.0016647371646747071,1828.8000000000002
1.7000000000000024,50.07954545146259,7000.0,0.0016308445688145352,2133.6
1.7000000000000024,50.07954545146259,8000.0,0.001599375310633163,2438.4
1.7000000000000024,50.07954545146259,9000.0,0.001570068663139265,2743.2000000000003
1.7000000000000024,50.07954545146259,10000.0,0.001542727785289948,3048.0
1.7000000000000024,50.07954545146259,11000.0,0.0015171873038767561,3352.8
1.7000000000000024,50.07954545146259,12000.0,0.0014932986325560938,3657.6000000000004
1.7000000000000024,50.07954545146259,13000.0,0.001470924355048585,3962.4
1.7000000000000024,50.07954545146259,14000.0,0.0014499365994089866,4267.2
1.7000000000000024,50.07954545146259,15000.0,0.0014302168521721247,4572.0
1.7000000000000024,50.07954545146259,16000.0,0.0014116560745788122,4876.8
1.7000000000000024,50.07954545146259,17000.0,0.0013941546917314944,5181.6
1.7000000000000024,50.07954545146259,18000.0,0.001377622348829642,5486.400000000001
1.7000000000000024,50.07954545146259,19000.0,0.0013619774584280406,5791.200000000001
1.7000000000000024,50.07954545146259,20000.0,0.001347146602219631,6096.0
1.7000000000000024,50.07954545146259,21000.0,0.0,6400.8
1.7000000000000024,50.07954545146259,22000.0,0.0,6705.6
1.7000000000000024,50.15909090602533,0.0,0.001973793821143099,0.0
1.7000000000000024,50.15909090602533,1000.0,0.0019411410160225235,304.8
1.7000000000000024,50.15909090602533,2000.0,0.00187922638890723,609.6
1.7000000000000024,50.15909090602533,3000.0,0.0018231581803866475,914.4000000000001
1.7000000000000024,50.15909090602533,4000.0,0.0017782677411202234,1219.2
1.7000000000000024,50.15909090602533,5000.0,0.0017415631653534415,1524.0
1.7000000000000024,50.15909090602533,6000.0,0.0017101025122149434,1828.8000000000002
1.7000000000000024,50.15909090602533,7000.0,0.0016820538634161346,2133.6
1.7000000000000024,50.15909090602533,8000.0,0.001656376555007314,2438.4
1.7000000000000024,50.15909090602533,9000.0,0.0016324818946888804,2743.2000000000003
1.7000000000000024,50.15909090602533,10000.0,0.0016100258098286104,3048.0
1.7000000000000024,50.15909090602533,11000.0,0.0015887956817132337,3352.8
1.7000000000000024,50.15909090602533,12000.0,0.0015686503294999406,3657.6000000000004
1.7000000000000024,50.15909090602533,13000.0,0.001549488270875522,3962.4
1.7000000000000024,50.15909090602533,14000.0,0.0015312308320112903,4267.2
1.7000000000000024,50.15909090602533,15000.0,0.0015138130717092344,4572.0
1.7000000000000024,50.15909090602533,16000.0,0.001497178846392376,4876.8
1.7000000000000024,50.15909090602533,17000.0,0.0014812780866297287,5181.6
1.7000000000000024,50.15909090602533,18000.0,0.001466065262845697,5486.400000000001
1.7000000000000024,50.15909090602533,19000.0,0.0014514984935108286,5791.200000000001
1.7000000000000024,50.15909090602533,20000.0,0.0014375390012132873,6096.0
1.7000000000000024,50.15909090602533,21000.0,0.0,6400.8
