mass,ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuelflow,fid,num,cost_grid
62354.945986861814,24.5427,9560.519938573909,76372.60749344162,342.1727115612476,52.294497418196194,4.74154793200939,1123.0,0.378976,249.7152,2795.0,180.2337,1.7669683422473548,id2,0.00015,0.09214569620907921
62311.60689717509,49.0855,9547.76606390612,73245.12864752945,690.5844251124787,52.266371608982176,4.741271592420292,2266.0,0.461486,302.8763,3000.0,173.1527,1.7465336983930497,id2,0.00015,0.06380748889073012
62268.8444601771,73.6282,10000.537163158802,69474.54702482995,1064.6156786232752,52.23245401097694,4.747812954210576,3493.0,0.547582,357.8384,3000.0,169.1049,1.7411338510424235,id2,0.00015,0.04932525181668923
62226.29565929644,98.1709,10849.72506268477,65062.72659030748,1438.646932134565,52.19276163024027,4.760140133587056,4720.0,0.573568,373.1964,3000.0,169.4079,1.7372278107135446,id2,0.00015,0.04114891590985187
62183.860078195554,122.7137,11711.235906634443,60455.754789203595,1812.6781856459158,52.151312686131845,4.772619299748236,5947.0,0.585894,379.5503,3000.0,173.9582,1.7268304437192838,id2,0.00015,0.03398285634180702
62141.683965689124,147.2564,12212.984828926154,55715.201088970345,2186.7094391572555,52.108669165106406,4.779802513410323,7174.0,0.598555,386.043,3000.0,176.8293,1.7163191968062927,id2,0.00015,0.032296694344617474
62099.770105655196,171.7991,12481.188475532572,50873.64846487312,2560.7406926685308,52.06512221933284,4.783551905193706,8401.0,0.611561,392.6775,3000.0,176.7496,1.705693904953399,id2,0.00015,0.0316037919942007
62058.12128370755,196.3419,12760.869417470216,45948.887816277966,2934.7719461797374,52.020826588472815,4.787458696453279,9629.0,0.624923,399.4565,3000.0,177.9236,1.6949408874009804,id2,0.00015,0.030685172048376917
62016.7402910833,220.8846,12942.693234253582,40933.95384103258,3308.8031996908717,51.975722173605874,4.789925756249042,10856.0,0.638651,406.3829,3000.0,180.0184,1.6840855165365847,id2,0.00015,0.029646792004360427
61975.62992854695,245.4273,12941.052069154712,35828.343548071614,3682.8344532019337,51.9298065371185,4.789708734892085,12083.0,0.652755,413.4595,3000.0,182.4705,1.6731141121261774,id2,0.00015,0.028609591145990144
61934.79301026817,269.9701,12717.123536409028,30638.2963917682,4056.865706712912,51.883136661745546,4.7862504840588285,13310.0,0.667246,420.6891,3000.0,185.1151,1.6620256945701901,id2,0.00015,0.028202694160376584
61894.23236762601,294.5128,12245.83596141369,25373.28814891987,4430.896960223785,51.8357980286468,4.779196694982418,14537.0,0.682134,428.0744,3000.0,189.1301,1.6508190574620802,id2,0.00015,0.028130016129928083
61853.95085288615,319.0555,11392.284018072036,20062.24305096995,4804.928213734548,51.78805288003862,4.766598622528268,15764.0,0.697432,435.6183,3000.0,192.288,1.6394930396782486,id2,0.00015,0.026364697965930453
61813.951342690765,343.5983,10227.205273481071,14713.339437322318,5178.959467245236,51.73997169655553,4.749501740522624,16991.0,0.71315,443.3233,3000.0,193.5556,1.6280460261562515,id2,0.00015,0.024351665046708396
61774.23674129501,368.141,8921.31602288513,9297.080150306929,5552.990720755828,51.69128454680546,4.730396677222135,18218.0,0.7293,451.1921,3000.0,193.4091,1.6164764851357258,id2,0.00015,0.023088759752917052
61734.80998347572,392.6837,7606.2752698649065,3781.0068545500094,5927.021974266311,51.64169676678497,4.711197899454751,19446.0,0.745894,459.2272,3000.0,192.5129,1.6047676467961214,id2,0.00015,0.022293851150903182
61695.674037031036,417.2265,6355.7326600898,-1853.8369540943813,6301.053227776229,51.5910369886088,4.692972561259983,20673.0,0.762944,467.4311,3000.0,192.1395,1.5929474861841273,id2,0.00015,0.007277151279431167
61656.83189306388,441.7692,5120.196686086102,-7597.795763329,6675.084481283952,51.53939297266342,4.675003168498988,21900.0,0.780461,475.8061,3000.0,192.1327,1.5809992461511577,id2,0.00015,0.0
61618.28260617746,466.3119,3863.157099032256,-13445.084301724452,7049.115734791014,51.48681711752819,4.6567628187226635,23127.0,0.798458,484.3545,3000.0,192.1321,1.5689209370049122,id2,0.00015,0.0
61579.995840456315,490.8547,2583.542159647202,-19397.694352885144,7423.146988297472,51.433291366916784,4.6382380913834105,24354.0,0.816948,493.0785,3000.0,192.1295,1.556710247933615,id2,0.00015,0.0
61541.868065204566,515.3974,1281.0951888301445,-25457.820138020936,7797.1782418034945,51.378795840152634,4.619427407402978,25581.0,0.82,492.4063,3000.0,192.1302,1.5366349684983887,id2,0.00015,0.0
