mass,ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuelflow,fid,thrust,cost_grid
76447.79990000273,0.0,-76546.09212900208,57733.158268432046,30.480000304399674,52.32859814068392,4.7088354793503235,100.0,0.3,198.3755,2324.0,3.1752,1.8642872600537173,AUA3SV_1122,127804.81434647978,0.07048648123988391
76405.75981733581,22.5435,-76419.70000738805,60011.57377476002,296.59207732124395,52.349103072776906,4.710175198333541,973.0,0.353426,233.0006,2549.0,3.1752,1.8452079947538893,AUA3SV_1122,120000.7524431718,0.06755305629415774
76364.1532322563,45.0871,-76271.14487514112,62689.51218210362,588.5212677607212,52.37320355270416,4.7117513012268795,1931.0,0.412011,270.7216,2775.0,36.9905,1.8318326484513991,AUA3SV_1122,116048.58693975347,0.05955502456693227
76322.86376340159,67.6306,-74395.1190432095,65179.9448636242,906.2675716230225,52.395855010116044,4.738827890238236,2973.0,0.472302,309.2082,3000.0,70.8058,1.8293132062564115,AUA3SV_1122,115387.47434402452,0.04650820497535565
76281.64902985995,90.1741,-71030.63504915516,66351.2020405453,1249.8309889075776,52.40683311025919,4.788158659377581,4100.0,0.531273,346.4367,3000.0,104.6211,1.8166013524980462,AUA3SV_1122,112347.76677917021,0.03794699191135226
76240.7454728208,112.7177,-67164.91012562206,65342.73701327883,1593.3944061952764,52.398251937133615,4.845342914058838,5228.0,0.59081,383.7207,3000.0,130.0201,1.8137045102649871,AUA3SV_1122,111713.37118169224,0.044980077997187555
76199.92982520524,135.2612,-63773.88781238039,62495.30033015573,1936.957823483138,52.37305169620393,4.895861462949442,6355.0,0.648844,419.7156,3000.0,130.0157,1.8183036147325116,AUA3SV_1122,112729.67270684872,0.05035405131903669
76159.0267345528,157.8047,-60062.777401622,59379.57640113491,2280.5212407710974,52.34545250663513,4.95108247863766,7482.0,0.70396,453.5192,3000.0,130.0077,1.826572772926869,AUA3SV_1122,114692.5750464779,0.03507224263440704
76117.94603050016,180.3482,-56050.939115923335,56012.32969802394,2624.0846580591237,52.31559655304171,5.010700630932922,8609.0,0.755354,484.6373,3000.0,130.0011,1.8354738536356259,AUA3SV_1122,117045.46871291523,0.02442109428202429
76076.6674926288,202.8918,-51762.352827186434,52413.6385808473,2967.6480753471947,52.283655467282564,5.074342384660613,9736.0,0.802714,512.8979,3000.0,130.0024,1.8433428309640842,AUA3SV_1122,119502.68905508281,0.020448733749537037
76035.20233238528,225.4353,-47222.94235301342,48604.29742627621,3311.211492635297,52.24980749738807,5.141606440046614,10864.0,0.82,521.7625,3000.0,130.009,1.8406461457173513,AUA3SV_1122,119104.47606468796,0.018105198062521886
75993.76768515317,247.9788,-42605.345948793496,44728.4322358382,3654.774909923397,52.21532919865537,5.209923906057651,11991.0,0.82,519.5729,3000.0,130.0132,1.8312471893083366,AUA3SV_1122,116464.34680662006,0.017345045867602712
75952.5459412936,270.5224,-38007.5510928542,40868.621964249716,3998.33832721148,52.18095456118753,5.277843154333587,13118.0,0.82,517.374,3000.0,130.012,1.8210106019231158,AUA3SV_1122,113949.86203452348,0.017048259975352052
75911.5541105567,293.0659,-33429.27887396103,37025.367907051346,4341.901744499544,52.14668872181955,5.345369729638724,14245.0,0.82,515.1657,3000.0,130.0061,1.810014682776033,AUA3SV_1122,111559.22895827927,0.01584582716433241
75870.80718715559,315.6094,-28870.308528252033,33199.1043141425,4685.465161787592,52.112536197063584,5.412508336207424,15372.0,0.82,512.9479,3000.0,129.9989,1.7983537536794751,AUA3SV_1122,109290.8076310747,0.014037955684115002
75830.31781314059,338.153,-24330.634766487165,29390.011073067446,5029.028579075614,52.078499194135475,5.479260547330787,16499.0,0.82,510.7205,3000.0,129.9925,1.7861351465630488,AUA3SV_1122,107143.1207265112,0.012426324806838925
75790.09600789129,360.6965,-19810.402021517963,25598.091947932186,5372.591996363607,52.044578325787434,5.545625756744946,17627.0,0.82,508.4833,3000.0,129.9861,1.7734661362875161,AUA3SV_1122,105113.47816090606,0.012105800959353487
75750.14896278636,383.24,-15309.70334767951,21823.41424545382,5716.155413651571,52.01077477726066,5.611604102520715,18754.0,0.82,506.2363,3000.0,129.9782,1.7604907681174327,AUA3SV_1122,103203.61040480362,0.011674163832829354
75710.4808972726,405.7836,-10828.528943248702,18066.17032060541,6059.7188309395,51.977090858156096,5.677197218150003,19881.0,0.82,503.9792,3000.0,129.9688,1.7473279343715769,AUA3SV_1122,101411.11175274171,0.01125129647715463
75671.09297054197,428.3271,-6366.877475624656,14326.544960541585,6403.282248227397,51.94352880386349,5.742406613672944,21008.0,0.82,501.7119,3000.0,129.9591,1.734108143575166,AUA3SV_1122,99735.29099879303,0.0
75631.98324176522,450.8706,-1924.828488754847,10604.629028469362,6746.845665515252,51.91008999708805,5.807232620792875,22135.0,0.82,499.4344,3000.0,129.9498,1.72096171120468,AUA3SV_1122,98175.70996424055,0.0
75593.14667120943,473.4142,2497.491064247664,6900.459352106762,7090.409082803076,51.87677532149253,5.871674874668177,23262.0,0.82,497.1464,2969.0,129.9412,1.7039999345595227,AUA3SV_1122,96278.58151904734,0.0
75554.66360178105,495.9577,6900.206959664062,3213.8348375684595,7430.4196645614475,51.84358350468514,5.935736642653839,24378.0,0.82,494.8717,2744.0,129.9335,1.658766576780564,AUA3SV_1122,91654.94992742283,0.0
75517.15146134396,518.5012,11285.003496858204,-456.78840768639134,7744.613132896778,51.8105012084902,5.999443800678499,25409.0,0.82,492.7604,2518.0,129.9276,1.6086030854505686,AUA3SV_1122,87189.19741416213,0.0
75480.70990534332,541.0447,15653.151959461939,-4112.706436722281,8032.98948780872,51.77751727981077,6.062816144554546,26355.0,0.82,490.8145,2293.0,129.924,1.5541951130217901,AUA3SV_1122,82890.1374684491,0.0
75445.43189189753,563.5883,20005.902099801464,-7755.273734060714,8295.54872929716,51.744619974268076,6.125873006673716,27216.0,0.816924,487.2016,2067.0,129.9231,1.4945352038964503,AUA3SV_1122,78451.9495595044,0.0
75411.48445453403,586.1318,24328.19546309158,-11372.236582370988,8532.290857362037,51.711920592997515,6.188397836450822,27993.0,0.813247,483.4131,1842.0,129.9233,1.4311136494768317,AUA3SV_1122,74112.42266625675,0.0
75378.97167258026,608.6753,28618.330496902934,-14962.30610860472,8743.215872003337,51.679431601379875,6.25036812491939,28685.0,0.809736,479.9061,1616.0,129.9226,1.3641019874428038,AUA3SV_1122,69883.9449449717,0.0
75347.97030016044,631.2189,32878.78080075411,-18527.453163680446,8928.323773221044,51.64713594740073,6.311821678237421,29292.0,0.806298,476.6238,1391.0,129.9209,1.2943158679028663,AUA3SV_1122,65769.73893977993,0.0
75318.55138543189,653.7624,37111.5289553026,-22069.201146408413,9087.614561015163,51.61502055239835,6.372789020532625,29815.0,0.802873,473.53,1165.0,129.919,1.221539781419041,AUA3SV_1122,61718.81526959651,0.0
75290.77937856124,676.3059,41318.17359072443,-25588.873599643754,9221.088235385698,51.58307409644853,6.433294970372377,30253.0,0.799394,470.5851,940.0,129.9174,1.1466641575808847,AUA3SV_1122,57745.3755717243,0.0
75264.71211133013,698.8495,45499.93039440673,-29087.52600208412,9328.744796332676,51.5512876471209,6.493358698843357,30606.0,0.795791,467.7452,715.0,129.9157,1.0697156204663019,AUA3SV_1122,53819.69353401521,0.0
