fid,frdn,people_affected,pp_total,treshold,percentage
VLG53KX_284,pop_night,175832.0,13076353,45,1.3446562661622854
VLG53KX_284,pop_night,27178.0,13076353,55,0.20784082534327422
VLG53KX_284,pop_night,142.0,13076353,65,0.0010859296930879735
VLG53KX_284,pop_night,0.0,13076353,75,0.0
VLG53KX_284,pop_night,0.0,13076353,85,0.0
