fid,fuel,cost_grid,people_affected_sum_all,pp_unique_sum
AUA3NA_1248,1314.7787831019814,0.584205849981585,449958.3777022958,305793.37964707613
AUA3NA_1264,1339.640500597874,0.4371921823315039,673356.3974995017,574300.3093440533
EIN611_1587,1346.7147609019012,0.24285886102644502,202987.2783153057,142437.45290589333
EIN611_1606,1352.125674019786,0.2822609155848934,277977.59965640306,212126.96952581406
EIN84T_1564,1273.9385467715765,0.2858345038362413,227505.9037874937,203241.20944535732
EIN84X_1589,1374.9425784968334,0.311758866255334,306825.1255646348,217951.2860841751
EJU78CP_1097,1408.5727063934755,0.3564196094722337,224747.0769172907,183066.4218890071
VLG139G_110,1366.077920351585,0.38244565825772897,293426.6855003834,255384.33103758097
VLG49VA_328,1307.7968813081534,0.6132071472939746,382258.2040604949,262739.05544519424
